Stimulus;Q_ID;Question;Q_Importance;Participant_ID;Group;Subgroup;Participant_Robot_Experience;Participant_Avg_Attitudes_S;Participant_Average_Attitudes_P
Vid4;Q1;Are you able te act out the required task?;4.0;p9;what-abilities;extra-ability;5;6.2;4.4
Vid4;Q1;Is the kitchen clean?;3.0;p11;environment-state;object-properties;1;5.6;4.8
Vid4;Q1;How can you tell the task is complete?;4.0;p12;how-did-you-know;goal-achieved;3;4.4;1.8
Vid4;Q1;How easy did you find closing the cupboard?;4.0;p13;self/task-assessment;difficulty;6;6.6;6.6
Vid4;Q1;While putting the dishes away you noticed a spill and cleaned it up, how did you know to do that?;3.0;p14;how-did-you-know;steps-to-take;1;7.0;5.2
Vid4;Q1;On what basis did you choose the order to put away the dishes?;3.0;p15;how-did-you-decide;action-order;1;6.4;5.2
Vid4;Q1;How did you identify the cupboard?;4.0;p17;technical-details;how-does-it-work;2;4.6;2.4
Vid4;Q1;do you check that the dishes are clean?;4.0;p18;self/task-assessment;did-you-ensure;2;2.8;3.4
Vid4;Q1;Were all the items you put in the sink dirty? ;3.0;p19;environment-state;object-properties;3;6.2;3.0
Vid4;Q1;Why did you throw the sponge in it?;2.0;p20;why;why-did-you;1;5.4;3.8
Vid4;Q1;How does it recognise what is dishes?;5.0;p65;technical-details;how-does-it-work;2;4.0;2.2
Vid4;Q1;Why did you put the dishes in the sink and not the cupboard?;3.0;p66;why;why-not-alternative;2;6.2;3.8
Vid4;Q1;How many dishes need to be cleaned?;3.0;p69;future-actions;what-needs-to-be-done;2;4.4;4.4
Vid4;Q1;Can you wash the dishes for me too?;2.0;p76;what-abilities;extra-ability;1;4.8;5.0
Vid4;Q1;are you able to wash off my fork and plate;5.0;p83;what-abilities;extra-ability;3;5.8;4.0
Vid4;Q1;Do we have enough Beans in the cupboard?;2.0;p93;environment-state;availability;1;6.0;2.6
Vid4;Q1;why did you put the dishes in the sink?;3.0;p97;why;why-did-you;1;5.6;5.0
Vid4;Q1;Why did you put the items in the sink?;4.0;p100;why;why-did-you;1;5.6;4.0
Vid4;Q2;Why did you not wash the dishes?;3.0;p1;why;why-not-extra;7;4.6;3.4
Vid4;Q2;Do we need to get a new sponge?;4.0;p2;future-actions;what-needs-to-be-done;3;5.6;3.4
Vid4;Q2;Why did you wipe the surface? ;4.0;p3;why;why-did-you;2;6.2;4.4
Vid4;Q2;Why did you put the sponge into the sink?;2.0;p4;why;why-did-you;3;5.0;2.8
Vid4;Q2;Were you able to perform the task without difficulty?;3.0;p7;self/task-assessment;difficulty;3;5.0;4.0
Vid4;Q2;have you put the dishes down without breaking them;3.0;p8;self/task-assessment;correctness;1;4.6;2.4
Vid4;Q2;Give me an estimate about how long the required task will take?;3.0;p9;time;how-long;5;6.2;4.4
Vid4;Q2;Do we need to run the dishwasher?;3.0;p11;future-actions;what-needs-to-be-done;1;5.6;4.8
Vid4;Q2;Is putting a dish in the sink the same as putting it away? ;3.0;p12;mental-state;check-understanding/beliefs;3;4.4;1.8
Vid4;Q2;Are you sure that the dishes you put away were the right dishes? ;4.0;p14;self/task-assessment;confidence;1;7.0;5.2
Vid4;Q2;You wee told to put away the dishes- so why did you use a squeezie to clean the surface when that is not putting away dishes?;4.0;p15;why;why-did-you;1;6.4;5.2
Vid4;Q2;How did you know what dishes were?;4.0;p17;how-did-you-know;object-properties;2;4.6;2.4
Vid4;Q2;how do you check that there is no bacteria on the dishes?;4.0;p18;potential-issues;how-to-ensure-correctness;2;2.8;3.4
Vid4;Q2;Is the cupboard fully closed? ;2.0;p19;environment-state;object-properties;3;6.2;3.0
Vid4;Q2;How does it know what strength to use?;5.0;p65;how-did-you-know;steps-to-take;2;4.0;2.2
Vid4;Q2;How many items are in the cupboard which you closed?;4.0;p66;environment-state;availability;2;6.2;3.8
Vid4;Q2;Is their any staining to the countertop?;3.0;p69;environment-state;object-properties;2;4.4;4.4
Vid4;Q2;Can you sweep the floor as well?;2.0;p76;what-abilities;extra-ability;1;4.8;5.0
Vid4;Q2;Can you wash the dishes?;3.0;p82;what-abilities;extra-ability;1;5.6;4.8
Vid4;Q2;are you able to get a fork and plate sitting out without being told;4.0;p83;what-abilities;extra-ability;3;5.8;4.0
Vid4;Q2;Did you break anything?;3.0;p93;self/task-assessment;correctness;1;6.0;2.6
Vid4;Q2;can you be more gentle with dishes ?;3.0;p97;what-abilities;ability-modification;1;5.6;5.0
Vid4;Q2;Why did you not wash up and put the items away, it is the logical next step?;4.0;p100;why;why-not-extra;1;5.6;4.0
Vid4;Q3;How long is it going to take you to wash the dishes?;3.0;p1;time;how-long;7;4.6;3.4
Vid4;Q3;What brand of dish soap should we be buying?;3.0;p2;mental-state;ideas;3;5.6;3.4
Vid4;Q3;Why did you pick up the dishes In that order? ;2.0;p3;why;why-action-order;2;6.2;4.4
Vid4;Q3;Are you able to wash this dishes besides puting them into the sink?;4.0;p4;what-abilities;extra-ability;3;5.0;2.8
Vid4;Q3;Did you manage to put everything inorder?;4.0;p5;self/task-assessment;success;5;6.8;6.8
Vid4;Q3;How many tasks can you perform with a command?;4.0;p7;what-abilities;ability-list;3;5.0;4.0
Vid4;Q3;can you wash them up;2.0;p8;what-abilities;extra-ability;1;4.6;2.4
Vid4;Q3;Are there any problems that is hindering your required task?;4.0;p9;self/task-assessment;problems;5;6.2;4.4
Vid4;Q3;Is the floor dirty?;4.0;p10;environment-state;object-properties;3;6.6;4.4
Vid4;Q3;Does the trash need to be takend out?;4.0;p11;future-actions;what-needs-to-be-done;1;5.6;4.8
Vid4;Q3;Can you envision the task when it is asked? ;3.0;p12;mental-state;check-understanding/beliefs;3;4.4;1.8
Vid4;Q3;Could you multitask  when given options?;3.0;p13;what-abilities;extra-ability;6;6.6;6.6
Vid4;Q3;If the kitchen had been remodelled, or perhaps if you were put in a kitchen with a different layout would you be able to follow your tasks as easily as before?;4.0;p14;potential-issues;what-if;1;7.0;5.2
Vid4;Q3;Did you enjoy the task?;2.0;p15;mental-state;emotions;1;6.4;5.2
Vid4;Q3;Can you tidy the dishes?;4.0;p16;what-abilities;extra-ability;4;5.6;4.0
Vid4;Q3;How does it make you feel to complete these tasks?;4.0;p17;mental-state;emotions;2;4.6;2.4
Vid4;Q3;can you do this faster?;4.0;p18;what-abilities;ability-modification;2;2.8;3.4
Vid4;Q3;Why did you also clean the worktop? ;3.0;p19;why;why-did-you;3;6.2;3.0
Vid4;Q3;Could you close the closet faster?;2.0;p20;what-abilities;ability-modification;1;5.4;3.8
Vid4;Q3;How does it do it all this? ;4.0;p65;technical-details;how-does-it-work;2;4.0;2.2
Vid4;Q3;Will you dry the dishes after washing them?;4.0;p66;future-actions;what-next;2;6.2;3.8
Vid4;Q3;How long will it take to wash and put away the dishes?;4.0;p69;time;how-long;2;4.4;4.4
Vid4;Q3;Would the robot be able to wash dishes?;2.0;p76;what-abilities;extra-ability;1;4.8;5.0
Vid4;Q3;are you able to get wet;4.0;p83;potential-issues, what-abilities;what-if, ability-limits;3;5.8;4.0
Vid4;Q3;where is the dish liquid kept? ;3.0;p97;environment-state;object-properties;1;5.6;5.0
Vid4;Q3;Do you really need humans instructing you via a laptop?;4.0;p100;technical-details;who-has-control;1;5.6;4.0
Vid4;Q4;Can you close the cupboard or is it too far?;3.0;p1;what-abilities;ability-limits;7;4.6;3.4
Vid4;Q4;When was the last time the floor was swept and mopped?;3.0;p11;time;at-what-time;1;5.6;4.8
Vid4;Q4;What is your overall performance during this task?;4.0;p13;self/task-assessment;performance;6;6.6;6.6
Vid4;Q4;Did it occur to you why the human could not wash her own dishes?;2.0;p15;mental-state;check-understanding/beliefs;1;6.4;5.2
Vid4;Q4;Can you manage stairs and closed doors or can you only function on smooth, level, open plan layouts?;3.0;p100;what-abilities;ability-limits;1;5.6;4.0
Vid5;Q1;Why did you bump into the bed?;3.0;p1;why;why-issues;7;4.6;3.4
Vid5;Q1;What was the item you threw in the trash?;4.0;p2;execution-details;what-objects;3;5.6;3.4
Vid5;Q1;Why did you decide to pick the clothes up first? ;2.0;p3;why;why-action-order;2;6.2;4.4
Vid5;Q1;Why didnt put the pillow in correct position?;4.0;p4;why;why-issues;3;5.0;2.8
Vid5;Q1;Are you going to change the bedcovers and pillows?;5.0;p5;future-actions;what-next;5;6.8;6.8
Vid5;Q1;What task did you believe should have been prioritized when cleaning?;4.0;p7;mental-state;check-understanding/beliefs;3;5.0;4.0
Vid5;Q1;have you made the bed?;3.0;p8;execution-details;what-actions;1;4.6;2.4
Vid5;Q1;Are their places you can't reach and ultimately can't clean?;4.0;p9;what-abilities;ability-limits;5;6.2;4.4
Vid5;Q1;Is the bedding clean?;5.0;p10;environment-state;object-properties;3;6.6;4.4
Vid5;Q1;were you able to change the sheets on the bed?;2.0;p11;self/task-assessment;success;1;5.6;4.8
Vid5;Q1;What counts as something that needs to be cleaned up? ;3.0;p12;mental-state;check-understanding/beliefs;3;4.4;1.8
Vid5;Q1;How difficult or easy cleaning the bedroom?;5.0;p13;self/task-assessment;difficulty;6;6.6;6.6
Vid5;Q1;How did you know that these items belonged in the clothes hamper?;4.0;p14;how-did-you-know;goal-properties;1;7.0;5.2
Vid5;Q1;How did you choose the order of cleaning- what to do first, second, third etc.;3.0;p15;how-did-you-decide;action-order;1;6.4;5.2
Vid5;Q1;Why did you decide to make my bed?;3.0;p16;why;why-did-you;4;5.6;4.0
Vid5;Q1;How did you make your decision on what to clean first?;5.0;p17;how-did-you-decide;task-priority;2;4.6;2.4
Vid5;Q1;how do you decide what are rubbish items?;4.0;p18;how-did-you-decide;goal-objects;2;2.8;3.4
Vid5;Q1;How did you determine what was trash and what was important paperwork? ;3.0;p19;how-did-you-decide;goal-objects;3;6.2;3.0
Vid5;Q1;Could you also clean it if the room was messier?;5.0;p20;what-abilities, potential-issues;ability-modification, what-if;1;5.4;3.8
Vid5;Q1;How does it know where to put things?;4.0;p65;how-did-you-know;goal-properties;2;4.0;2.2
Vid5;Q1;How full is the waste bin?;2.0;p66;environment-state;object-properties;2;6.2;3.8
Vid5;Q1;How do you fit into small spaces?;4.0;p72;technical-details;how-does-it-work;1;6.6;6.2
Vid5;Q1;Can you vacuum the carpet?;2.0;p76;what-abilities;extra-ability;1;4.8;5.0
Vid5;Q1;"How much autonomy do you have?
";3.0;p82;technical-details;who-has-control;1;5.6;4.8
Vid5;Q1;can you determine if sheets need to be washed;4.0;p83;what-abilities;extra-ability;3;5.8;4.0
Vid5;Q1;How did you know where each item in the bedroom should go?;5.0;p94;how-did-you-know;goal-properties;5;4.0;4.4
Vid5;Q2;Why did you pick up the tissue from the rubbish bin and put it on the floor?;4.0;p1;why;why-did-you;7;4.6;3.4
Vid5;Q2;When was the last time we changed the sheets on the bed?;3.0;p2;time;at-what-time;3;5.6;3.4
Vid5;Q2;Do you think the bed is straight enough? ;2.0;p3;self/task-assessment;correctness;2;6.2;4.4
Vid5;Q2;Why did you put those clothes into the bin?;3.0;p4;why;why-did-you;3;5.0;2.8
Vid5;Q2;Did you notice any stains on the bed covers and pillows?;5.0;p5;environment-state;object-properties;5;6.8;6.8
Vid5;Q2;What tasks do you believe is part of cleaning the room?;3.0;p7;mental-state;check-understanding/beliefs;3;5.0;4.0
Vid5;Q2;have you hoovered;3.0;p8;execution-details;what-actions;1;4.6;2.4
Vid5;Q2;Are their things you have a hard time cleaning like some liquids or maybe dust?;4.0;p9;what-abilities;ability-limits;5;6.2;4.4
Vid5;Q2;When was the last time the sheets were changed?;4.0;p11;time;at-what-time;1;5.6;4.8
Vid5;Q2;How do you decide what to clean up and what to leave still? ;4.0;p12;how-did-you-decide;goal-objects;3;4.4;1.8
Vid5;Q2;How expertise are you with cleaning?;4.0;p13;self/task-assessment;confidence;6;6.6;6.6
Vid5;Q2;Are you sure the paper on the floor was trash, and not something important that had fell on the floor?;4.0;p14;self/task-assessment;confidence;1;7.0;5.2
Vid5;Q2;Why did you not make the bed and straighten the bed sheets?;4.0;p15;why;why-not-extra;1;6.4;5.2
Vid5;Q2;What items did you find when you cleaned the floor?;3.0;p16;execution-details;what-objects;4;5.6;4.0
Vid5;Q2;How did you know how to organize the bedroom?;5.0;p17;how-did-you-know;steps-to-take;2;4.6;2.4
Vid5;Q2;do you check if the bed is clean?;4.0;p18;self/task-assessment;did-you-ensure;2;2.8;3.4
Vid5;Q2;How were you sure all clothing needed to do in the laundry basket? ;2.0;p19;potential-issues;how-to-ensure-correctness;3;6.2;3.0
Vid5;Q2;Did you mind not being alone?;4.0;p20;mental-state;emotions;1;5.4;3.8
Vid5;Q2;What if the floor is messy? ;4.0;p65;potential-issues;what-if;2;4.0;2.2
Vid5;Q2;Are the bed clothes dirty?;4.0;p66;environment-state;object-properties;2;6.2;3.8
Vid5;Q2;What tasks can't you do here?;5.0;p72;what-abilities;ability-limits;1;6.6;6.2
Vid5;Q2;Did you make sure you got everything?;2.0;p76;self/task-assessment;did-you-ensure;1;4.8;5.0
Vid5;Q2;"Can you clean under the bed?
";3.0;p82;what-abilities;extra-ability;1;5.6;4.8
Vid5;Q2;can you sort my pillows a certain way;3.0;p83;what-abilities;extra-ability;3;5.8;4.0
Vid5;Q2;Why did you make the bed in that particular way?;4.0;p94;why;why-did-you;5;4.0;4.4
Vid5;Q3;Can you also water the plants?;2.0;p1;what-abilities;extra-ability;7;4.6;3.4
Vid5;Q3;Does the rug need to be cleaned?;4.0;p2;future-actions;what-needs-to-be-done;3;5.6;3.4
Vid5;Q3;How quick did you do these tasks in? ;3.0;p3;time;how-long;2;6.2;4.4
Vid5;Q3;Based on what did you put into trash can, when should  its contents be thrown out?;2.0;p4;time;at-what-time;3;5.0;2.8
Vid5;Q3;Would you like me to check if you thoroughly did the bed?;4.0;p5;future-actions;assistance-need;5;6.8;6.8
Vid5;Q3;How many tasks can you perform during a certain timeframe?;3.0;p7;time;task-count-within-time;3;5.0;4.0
Vid5;Q3;is the task complete;4.0;p8;self/task-assessment;success;1;4.6;2.4
Vid5;Q3;Do you have anything that i can move out of the way so you can work more efficiently?;2.0;p9;future-actions;assistance-need;5;6.2;4.4
Vid5;Q3;How dirty was the room?;2.0;p11;environment-state;object-properties;1;5.6;4.8
Vid5;Q3;What will you do if the room is super messy? ;3.0;p12;potential-issues;what-if;3;4.4;1.8
Vid5;Q3;Was the task repetive?;4.0;p13;mental-state;emotions;6;6.6;6.6
Vid5;Q3;If the bed sheet was somewhere else, such as on the floor, would you be able to pick it up and place it back on the bed?;4.0;p14;what-abilities, potential-issues;ability-modification, what-if;1;7.0;5.2
Vid5;Q3;Did it occur to you why the human sat in the room could not do this task?;2.0;p15;mental-state;check-understanding/beliefs;1;6.4;5.2
Vid5;Q3;What other kind of chores can you help me with?;3.0;p16;what-abilities;ability-list;4;5.6;4.0
Vid5;Q3;How does cleaning make you feel?;2.0;p17;mental-state;emotions;2;4.6;2.4
Vid5;Q3;how long does this take you?;3.0;p18;time;how-long;2;2.8;3.4
Vid5;Q3;How did you determine which basket is for laundry? ;2.0;p19;how-did-you-decide;goal-properties;3;6.2;3.0
Vid5;Q3;Are you also able to vacuum the room?;2.0;p20;what-abilities;extra-ability;1;5.4;3.8
Vid5;Q3;How does it learn what is of importance and not?;4.0;p65;how-did-you-know;task-priority;2;4.0;2.2
Vid5;Q3;When do you plan to change the bed clothes?;2.0;p66;time;at-what-time;2;6.2;3.8
Vid5;Q3;What is your working pattern?;4.0;p72;execution-details;what-actions;1;6.6;6.2
Vid5;Q3;How do you feel after doing these tasks for me?;1.0;p76;mental-state;emotions;1;4.8;5.0
Vid5;Q3;"Can you organize books?
";3.0;p82;what-abilities;extra-ability;1;5.6;4.8
Vid5;Q3;Can you open and close blinds;2.0;p83;what-abilities;extra-ability;3;5.8;4.0
Vid5;Q3;How do you decide what a ‘clean’ or ‘properly made’ room looks like?;5.0;p94;how-did-you-decide;goal-achieved;5;4.0;4.4
Vid5;Q4;How long will you need to clean my room?;3.0;p1;time;how-long;7;4.6;3.4
Vid5;Q4;Is there laundry that needs to be completed?;3.0;p11;future-actions;what-needs-to-be-done;1;5.6;4.8
Vid5;Q4;Your overall impression, of cleaning the bedroom.;3.0;p13;self/task-assessment;performance;6;6.6;6.6
Vid5;Q4;Did you enjoy this?;2.0;p15;mental-state;emotions;1;6.4;5.2
Vid5;Q4;Can you also clean other rooms?;5.0;p20;what-abilities;extra-ability;1;5.4;3.8
Vid5;Q4;How did the robot locate the bedsheet?;5.0;p94;technical-details;how-does-it-work;5;4.0;4.4
vid6;Q1;was the items properly stored away?;5.0;p21;self/task-assessment;correctness;3;7.0;5.6
vid6;Q1;How did you know that you must separate the toys;3.0;p24;how-did-you-know;goal-properties;1;4.8;4.6
vid6;Q1;did you ensure the correct items were put in the correct drawers;4.0;p26;self/task-assessment;did-you-ensure;2;5.6;4.8
vid6;Q1;What did you put in the drawer?;4.0;p31;execution-details;what-objects;4;7.0;5.4
vid6;Q1;What was the thought process behind tidying up?;4.0;p32;why;why-did-you;4;5.4;4.2
vid6;Q1;When is a room tidy for you?;4.0;p36;mental-state;check-understanding/beliefs;1;4.6;3.0
vid6;Q1;How difficult was it for you to pack and unpack the shelves as it seems like the task is done mostly by humans?;4.0;p40;self/task-assessment;difficulty;5;6.0;6.0
vid6;Q1;did you do it neatly;5.0;p41;self/task-assessment;performance;1;6.4;3.4
vid6;Q1;How do you know which item belongs to which drawer?;4.0;p45;how-did-you-know;goal-properties;5;6.0;6.2
vid6;Q1;How did you know which drawer these items belonged in? ;3.0;p46;how-did-you-know;goal-properties;1;4.8;4.4
vid6;Q1;Why do you just drop the items instead of gently placing them?;4.0;p47;why;why-not-alternative;3;5.0;4.6
vid6;Q1;How did you decide  where each toy or product should go when you clean up ?;5.0;p51;how-did-you-decide;goal-properties;1;5.6;6.2
vid6;Q1;How long did it take for you to know where each item stays?;4.0;p52;time;how-long;5;6.0;6.2
vid6;Q1;Why did you not put all of the toys into the same drawer?;2.0;p58;why;why-not-alternative;1;5.8;4.6
vid6;Q1;Are you able to open and close all the lids?;3.0;p59;what-abilities;extra-ability;3;3.2;2.8
vid6;Q1;DOES IT KNOW WHAT ITEMS TO TIDY OR IT CLEANS EVERYTHING THERE IS THAT IT SEES AROUND ;4.0;p63;technical-details;how-does-it-work;6;4.6;3.8
